Plant_code,Supplier,Material_user_country,Item_weight_kg,One_Year_forecast_qty,12_month_forecast_spend,Price_per_unit_in_JPY
8417 - TMBP,BELRISE INDUSTRIES LIMITED,8417 - TMBP,0.078,2082,130199.2634,59.28696635
8417 - TMBP,BELRISE INDUSTRIES LIMITED,8417 - TMBP,0.068,2064,126139.2864,58.18905956
8417 - TMBP,BELRISE INDUSTRIES LIMITED,8417 - TMBP,0.37,4433,1211833.144,258.0080943
8417 - TMBP,BELRISE INDUSTRIES LIMITED,8417 - TMBP,0.114,415,32059.81863,73.55975454
8417 - TMBP,BELRISE INDUSTRIES LIMITED,8417 - TMBP,0.259,2164,332498.119,144.9236955
8417 - TMBP,BELRISE INDUSTRIES LIMITED,8417 - TMBP,0.155,2531,205798.8358,76.8534749
8417 - TMBP,BELRISE INDUSTRIES LIMITED,8417 - TMBP,0.159,4415,436097.5329,93.32207666
8417 - TMBP,BELRISE INDUSTRIES LIMITED,8417 - TMBP,1.149,0,0,331.5678488
8417 - TMBP,BELRISE INDUSTRIES LIMITED,8417 - TMBP,0.368,0,0,136.1404412
8417 - TMBP,BELRISE INDUSTRIES LIMITED,8417 - TMBP,3.98,9000,9432726.638,985.9202922
8417 - TMBP,BELRISE INDUSTRIES LIMITED,8417 - TMBP,0.663,0,0,452.3375951
8417 - TMBP,BELRISE INDUSTRIES LIMITED,8417 - TMBP,0.798,4416,2451806.13,523.7015361
8417 - TMBP,BELRISE INDUSTRIES LIMITED,8417 - TMBP,1.606,922,1085133.861,1109.983759
8417 - TMBP,BELRISE INDUSTRIES LIMITED,8417 - TMBP,1.456,1585,687956.1081,412.8129509
8417 - TMBP,BELRISE INDUSTRIES LIMITED,8417 - TMBP,1.1,97,53339.69825,528.0931632
8417 - TMBP,BELRISE INDUSTRIES LIMITED,8417 - TMBP,0.685,1498,870935.073,548.9533921
8417 - TMBP,BELRISE INDUSTRIES LIMITED,8417 - TMBP,0.284,0,0,209.7001958
8417 - TMBP,BELRISE INDUSTRIES LIMITED,8417 - TMBP,1.567,0,0,391.952722
8417 - TMBP,BELRISE INDUSTRIES LIMITED,8417 - TMBP,0.27,2943,391297.7864,126.2592802
8417 - TMBP,BELRISE INDUSTRIES LIMITED,8417 - TMBP,0.052,8640,532556.9872,58.18905956
8417 - TMBP,BELRISE INDUSTRIES LIMITED,8417 - TMBP,0.45,4298,670876.2048,147.1195091
8417 - TMBP,BELRISE INDUSTRIES LIMITED,8417 - TMBP,0.109,4425,294138.336,62.5806867
8417 - TMBP,BELRISE INDUSTRIES LIMITED,8417 - TMBP,0.227,2666,348038.0311,122.9655598
8417 - TMBP,BELRISE INDUSTRIES LIMITED,8417 - TMBP,0.448,4232,829635.3066,185.5462465
8417 - TMBP,BELRISE INDUSTRIES LIMITED,8417 - TMBP,0.138,95,8399.95248,82.34300882
8431 - UDS(P) LTD,BELRISE INDUSTRIES LIMITED,8431 - UDS(P) LTD,0.773,0,0,238.2457722
8431 - UDS(P) LTD,BELRISE INDUSTRIES LIMITED,8431 - UDS(P) LTD,0.14,0,0,73.55975454
8431 - UDS(P) LTD,BELRISE INDUSTRIES LIMITED,8431 - UDS(P) LTD,4.39,0,0,1276.86559
8431 - UDS(P) LTD,BELRISE INDUSTRIES LIMITED,8431 - UDS(P) LTD,0.53,0,0,262.3997214
8431 - UDS(P) LTD,BELRISE INDUSTRIES LIMITED,8431 - UDS(P) LTD,0.456,0,0,133.9446277
8431 - UDS(P) LTD,BELRISE INDUSTRIES LIMITED,8431 - UDS(P) LTD,2.201,0,0,671.9189519
8431 - UDS(P) LTD,BELRISE INDUSTRIES LIMITED,8431 - UDS(P) LTD,1.699,0,0,539.0722311
8431 - UDS(P) LTD,BELRISE INDUSTRIES LIMITED,8431 - UDS(P) LTD,0.39,0,0,552.2471125
8431 - UDS(P) LTD,BELRISE INDUSTRIES LIMITED,8431 - UDS(P) LTD,2.501,0,0,815.7447407
8431 - UDS(P) LTD,BELRISE INDUSTRIES LIMITED,8431 - UDS(P) LTD,0.394,0,0,115.2802123
8431 - UDS(P) LTD,BELRISE INDUSTRIES LIMITED,8431 - UDS(P) LTD,0.163,0,0,96.61579701
8431 - UDS(P) LTD,BELRISE INDUSTRIES LIMITED,8431 - UDS(P) LTD,0.136,0,0,61.48277992
8431 - UDS(P) LTD,BELRISE INDUSTRIES LIMITED,8431 - UDS(P) LTD,3.463,0,0,819.038461
8431 - UDS(P) LTD,BELRISE INDUSTRIES LIMITED,8431 - UDS(P) LTD,3.356,0,0,899.1856563
8431 - UDS(P) LTD,BELRISE INDUSTRIES LIMITED,8431 - UDS(P) LTD,0.576,0,0,218.4834501
8431 - UDS(P) LTD,BELRISE INDUSTRIES LIMITED,8431 - UDS(P) LTD,0.37,0,0,129.5530005
8431 - UDS(P) LTD,BELRISE INDUSTRIES LIMITED,8431 - UDS(P) LTD,0.26,0,0,92.22416988
8431 - UDS(P) LTD,BELRISE INDUSTRIES LIMITED,8431 - UDS(P) LTD,0.274,0,0,91.12626309
8431 - UDS(P) LTD,BELRISE INDUSTRIES LIMITED,8431 - UDS(P) LTD,0.544,0,0,155.9027634
8431 - UDS(P) LTD,BELRISE INDUSTRIES LIMITED,8431 - UDS(P) LTD,0.455,0,0,132.8467209
8431 - UDS(P) LTD,BELRISE INDUSTRIES LIMITED,8431 - UDS(P) LTD,0.041,0,0,91.12626309
8431 - UDS(P) LTD,BELRISE INDUSTRIES LIMITED,8431 - UDS(P) LTD,0.54,0,0,155.9027634
8431 - UDS(P) LTD,BELRISE INDUSTRIES LIMITED,8431 - UDS(P) LTD,1.567,0,0,433.6731798
8431 - UDS(P) LTD,BELRISE INDUSTRIES LIMITED,8431 - UDS(P) LTD,0.786,0,0,308.5118064
8431 - UDS(P) LTD,BELRISE INDUSTRIES LIMITED,8431 - UDS(P) LTD,0.254,0,0,113.0843988
8431 - UDS(P) LTD,BELRISE INDUSTRIES LIMITED,8431 - UDS(P) LTD,0.11,0,0,52.69952564
8431 - UDS(P) LTD,BELRISE INDUSTRIES LIMITED,8431 - UDS(P) LTD,0.33,0,0,136.1404412
8431 - UDS(P) LTD,BELRISE INDUSTRIES LIMITED,8431 - UDS(P) LTD,0.1,0,0,75.75556811
8431 - UDS(P) LTD,BELRISE INDUSTRIES LIMITED,8431 - UDS(P) LTD,2.157,0,0,462.2187562
8431 - UDS(P) LTD,BELRISE INDUSTRIES LIMITED,8431 - UDS(P) LTD,0.543,0,0,237.1478654
8431 - UDS(P) LTD,BELRISE INDUSTRIES LIMITED,8431 - UDS(P) LTD,1.322,0,0,404.0296966
8431 - UDS(P) LTD,BELRISE INDUSTRIES LIMITED,8431 - UDS(P) LTD,0.082,0,0,47.20999172
8431 - UDS(P) LTD,BELRISE INDUSTRIES LIMITED,8431 - UDS(P) LTD,0.73,0,0,183.350433
8431 - UDS(P) LTD,BELRISE INDUSTRIES LIMITED,8431 - UDS(P) LTD,0.71,0,0,183.350433
8431 - UDS(P) LTD,BELRISE INDUSTRIES LIMITED,8431 - UDS(P) LTD,0.761,0,0,196.5253144
8431 - UDS(P) LTD,BELRISE INDUSTRIES LIMITED,8431 - UDS(P) LTD,0.27,0,0,126.2592802
8431 - UDS(P) LTD,BELRISE INDUSTRIES LIMITED,8431 - UDS(P) LTD,0.987,0,0,544.561765
8431 - UDS(P) LTD,BELRISE INDUSTRIES LIMITED,8431 - UDS(P) LTD,1.12,0,0,301.9243657
8431 - UDS(P) LTD,BELRISE INDUSTRIES LIMITED,8431 - UDS(P) LTD,0.159,0,0,60.38487313
8431 - UDS(P) LTD,BELRISE INDUSTRIES LIMITED,8431 - UDS(P) LTD,0.47,0,0,158.0985769
8431 - UDS(P) LTD,BELRISE INDUSTRIES LIMITED,8431 - UDS(P) LTD,0.114,0,0,52.69952564
8431 - UDS(P) LTD,BELRISE INDUSTRIES LIMITED,8431 - UDS(P) LTD,0.222,0,0,99.90951736
8431 - UDS(P) LTD,BELRISE INDUSTRIES LIMITED,8431 - UDS(P) LTD,0.228,0,0,116.3781191
8431 - UDS(P) LTD,BELRISE INDUSTRIES LIMITED,8431 - UDS(P) LTD,0.182,0,0,104.3011445
8431 - UDS(P) LTD,BELRISE INDUSTRIES LIMITED,8431 - UDS(P) LTD,0.565,0,0,231.6583315
8431 - UDS(P) LTD,BELRISE INDUSTRIES LIMITED,8431 - UDS(P) LTD,0.563,0,0,231.6583315
8431 - UDS(P) LTD,BELRISE INDUSTRIES LIMITED,8431 - UDS(P) LTD,0.35,0,0,130.6509073
8431 - UDS(P) LTD,BELRISE INDUSTRIES LIMITED,8431 - UDS(P) LTD,0.219,0,0,66.97231384
8431 - UDS(P) LTD,BELRISE INDUSTRIES LIMITED,8431 - UDS(P) LTD,0.322,0,0,104.3011445
8431 - UDS(P) LTD,BELRISE INDUSTRIES LIMITED,8431 - UDS(P) LTD,0.115,0,0,42.81836458
8431 - UDS(P) LTD,BELRISE INDUSTRIES LIMITED,8431 - UDS(P) LTD,0.538,0,0,148.2174159
8431 - UDS(P) LTD,BELRISE INDUSTRIES LIMITED,8431 - UDS(P) LTD,0.541,0,0,147.1195091
8431 - UDS(P) LTD,BELRISE INDUSTRIES LIMITED,8431 - UDS(P) LTD,0.393,0,0,163.5881108
8431 - UDS(P) LTD,BELRISE INDUSTRIES LIMITED,8431 - UDS(P) LTD,3.613,0,0,1445.943235
8431 - UDS(P) LTD,BELRISE INDUSTRIES LIMITED,8431 - UDS(P) LTD,0.13,0,0,119.6718395
8431 - UDS(P) LTD,BELRISE INDUSTRIES LIMITED,8431 - UDS(P) LTD,3.613,0,0,362.3092388
8431 - UDS(P) LTD,BELRISE INDUSTRIES LIMITED,8431 - UDS(P) LTD,6.398,0,0,1732.496906
8431 - UDS(P) LTD,BELRISE INDUSTRIES LIMITED,8431 - UDS(P) LTD,0.245,0,0,91.12626309
8431 - UDS(P) LTD,BELRISE INDUSTRIES LIMITED,8431 - UDS(P) LTD,0.304,0,0,108.6927716
8431 - UDS(P) LTD,BELRISE INDUSTRIES LIMITED,8431 - UDS(P) LTD,0.078,0,0,59.28696635
8431 - UDS(P) LTD,BELRISE INDUSTRIES LIMITED,8431 - UDS(P) LTD,0.068,0,0,58.18905956
8431 - UDS(P) LTD,BELRISE INDUSTRIES LIMITED,8431 - UDS(P) LTD,0.37,0,0,258.0080943
8431 - UDS(P) LTD,BELRISE INDUSTRIES LIMITED,8431 - UDS(P) LTD,0.114,0,0,73.55975454
8431 - UDS(P) LTD,BELRISE INDUSTRIES LIMITED,8431 - UDS(P) LTD,0.14,0,0,94.41998344
8431 - UDS(P) LTD,BELRISE INDUSTRIES LIMITED,8431 - UDS(P) LTD,0.259,0,0,144.9236955
8431 - UDS(P) LTD,BELRISE INDUSTRIES LIMITED,8431 - UDS(P) LTD,0.155,0,0,76.8534749
8431 - UDS(P) LTD,BELRISE INDUSTRIES LIMITED,8431 - UDS(P) LTD,0.498,0,0,153.7069498
8431 - UDS(P) LTD,BELRISE INDUSTRIES LIMITED,8431 - UDS(P) LTD,0.159,0,0,93.32207666
8431 - UDS(P) LTD,BELRISE INDUSTRIES LIMITED,8431 - UDS(P) LTD,1.149,0,0,386.463188
8431 - UDS(P) LTD,BELRISE INDUSTRIES LIMITED,8431 - UDS(P) LTD,0.368,0,0,152.609043
8431 - UDS(P) LTD,BELRISE INDUSTRIES LIMITED,8431 - UDS(P) LTD,0.309,0,0,109.7906784
8431 - UDS(P) LTD,BELRISE INDUSTRIES LIMITED,8431 - UDS(P) LTD,0.338,0,0,115.2802123
8431 - UDS(P) LTD,BELRISE INDUSTRIES LIMITED,8431 - UDS(P) LTD,3.463,0,0,890.402402
8431 - UDS(P) LTD,BELRISE INDUSTRIES LIMITED,8431 - UDS(P) LTD,0.64,0,0,206.4064754
8431 - UDS(P) LTD,BELRISE INDUSTRIES LIMITED,8431 - UDS(P) LTD,0.64,0,0,206.4064754
8431 - UDS(P) LTD,BELRISE INDUSTRIES LIMITED,8431 - UDS(P) LTD,0.44,0,0,142.7278819
8431 - UDS(P) LTD,BELRISE INDUSTRIES LIMITED,8431 - UDS(P) LTD,0.44,0,0,142.7278819
8431 - UDS(P) LTD,BELRISE INDUSTRIES LIMITED,8431 - UDS(P) LTD,0.33,0,0,128.4550938
8431 - UDS(P) LTD,BELRISE INDUSTRIES LIMITED,8431 - UDS(P) LTD,0.663,0,0,452.3375951
8431 - UDS(P) LTD,BELRISE INDUSTRIES LIMITED,8431 - UDS(P) LTD,1.606,0,0,1109.983759
8431 - UDS(P) LTD,BELRISE INDUSTRIES LIMITED,8431 - UDS(P) LTD,0.109,0,0,62.5806867
8431 - UDS(P) LTD,BELRISE INDUSTRIES LIMITED,8431 - UDS(P) LTD,0.227,0,0,122.9655598
8431 - UDS(P) LTD,BELRISE INDUSTRIES LIMITED,8431 - UDS(P) LTD,0.448,0,0,185.5462465
8431 - UDS(P) LTD,BELRISE INDUSTRIES LIMITED,8431 - UDS(P) LTD,0.138,0,0,82.34300882
8431 - UDS(P) LTD,BELRISE INDUSTRIES LIMITED,8431 - UDS(P) LTD,3.312,0,0,795.9824186
8431 - UDS(P) LTD,BELRISE INDUSTRIES LIMITED,8431 - UDS(P) LTD,1.456,0,0,412.8129509
8431 - UDS(P) LTD,BELRISE INDUSTRIES LIMITED,8431 - UDS(P) LTD,0.644,0,0,285.4557639
8431 - UDS(P) LTD,BELRISE INDUSTRIES LIMITED,8431 - UDS(P) LTD,1.47,0,0,434.7710866
8431 - UDS(P) LTD,BELRISE INDUSTRIES LIMITED,8431 - UDS(P) LTD,0.771,0,0,243.7353061
8431 - UDS(P) LTD,BELRISE INDUSTRIES LIMITED,8431 - UDS(P) LTD,0.776,0,0,236.0499586
8431 - UDS(P) LTD,BELRISE INDUSTRIES LIMITED,8431 - UDS(P) LTD,2.391,0,0,961.766343
8431 - UDS(P) LTD,BELRISE INDUSTRIES LIMITED,8431 - UDS(P) LTD,0.45,0,0,147.1195091
8431 - UDS(P) LTD,BELRISE INDUSTRIES LIMITED,8431 - UDS(P) LTD,0.116,0,0,49.40580529
8431 - UDS(P) LTD,BELRISE INDUSTRIES LIMITED,8431 - UDS(P) LTD,0.16,0,0,54.89533921
8431 - UDS(P) LTD,BELRISE INDUSTRIES LIMITED,8431 - UDS(P) LTD,2.546,0,0,716.9331301
8431 - UDS(P) LTD,BELRISE INDUSTRIES LIMITED,8431 - UDS(P) LTD,2.546,0,0,716.9331301
8431 - UDS(P) LTD,BELRISE INDUSTRIES LIMITED,8431 - UDS(P) LTD,0.386,0,0,136.1404412
8431 - UDS(P) LTD,BELRISE INDUSTRIES LIMITED,8431 - UDS(P) LTD,0.386,0,0,136.1404412
8431 - UDS(P) LTD,BELRISE INDUSTRIES LIMITED,8431 - UDS(P) LTD,0.343,0,0,160.2943905
8431 - UDS(P) LTD,BELRISE INDUSTRIES LIMITED,8431 - UDS(P) LTD,0.343,0,0,160.2943905
7876 - TSA,Tianjin Yuao Luqiao Industrial Technology And R And D Co Ltd,7876 - TSA,0.09,6619,502457.1575,71.36394097
7876 - TSA,Tianjin Yuao Luqiao Industrial Technology And R And D Co Ltd,7876 - TSA,0.44,1031,124039.2983,114.1823056
7876 - TSA,Tianjin Yuao Luqiao Industrial Technology And R And D Co Ltd,7876 - TSA,0.45,1005,120539.3181,114.1823056
8431 - UDS(P) LTD,Tianjin Yuao Luqiao Industrial Technology And R And D Co Ltd,8431 - UDS(P) LTD,0.45,0,0,117.341005
8431 - UDS(P) LTD,Tianjin Yuao Luqiao Industrial Technology And R And D Co Ltd,8431 - UDS(P) LTD,0.44,0,0,117.341005
8431 - UDS(P) LTD,Tianjin Yuao Luqiao Industrial Technology And R And D Co Ltd,8431 - UDS(P) LTD,4.139,0,0,984.122735
8431 - UDS(P) LTD,"MSSL WH System (Thailand) CO.,LTD.",8431 - UDS(P) LTD,0.3,0,0,2095.904051
8417 - TMBP,Radiant Enterprises,8417 - TMBP,0.436,0,0,6916.812741
8417 - TMBP,Radiant Enterprises,8417 - TMBP,0.375,0,0,287.6515775
8417 - TMBP,Radiant Enterprises,8417 - TMBP,0.913,27,231278.6916,8144.272525
8431 - UDS(P) LTD,Radiant Enterprises,8431 - UDS(P) LTD,0.436,0,0,6916.812741
8417 - TMBP,Tianrun Industry Technology Co Ltd,8417 - TMBP,0.436,552,912094.8401,1569.971256
7876 - TSA,"Thai Tazm Tech Co.,Ltd",7876 - TSA,0.052,9902,373517.887,36.15279293
7876 - TSA,"Thai Tazm Tech Co.,Ltd",7876 - TSA,3.95,5010,7226339.12,1376.684315
7876 - TSA,"Thai Tazm Tech Co.,Ltd",7876 - TSA,1.285,1127,726175.8919,615.9663719
7876 - TSA,"Thai Tazm Tech Co.,Ltd",7876 - TSA,0.965,48,56699.67924,1124.31676
7876 - TSA,"Thai Tazm Tech Co.,Ltd",7876 - TSA,1.046,51,46619.73627,868.3339264
7876 - TSA,"Thai Tazm Tech Co.,Ltd",7876 - TSA,0.351,3261,704196.0163,206.1060195
7876 - TSA,"Thai Tazm Tech Co.,Ltd",7876 - TSA,0.351,3273,706856.0012,206.1060195
8417 - TMBP,"Thai Tazm Tech Co.,Ltd",8417 - TMBP,0.18,0,0,219.5141427
8417 - TMBP,"Thai Tazm Tech Co.,Ltd",8417 - TMBP,0.283,0,0,329.2361142
8417 - TMBP,"Thai Tazm Tech Co.,Ltd",8417 - TMBP,0.277,0,0,363.2829192
8417 - TMBP,"Thai Tazm Tech Co.,Ltd",8417 - TMBP,1.252,1065,409497.6834,367.3544959
8417 - TMBP,"Thai Tazm Tech Co.,Ltd",8417 - TMBP,0.38,0,0,533.7275429
8417 - TMBP,"Thai Tazm Tech Co.,Ltd",8417 - TMBP,0.859,0,0,579.4274812
8417 - TMBP,"Thai Tazm Tech Co.,Ltd",8417 - TMBP,0.859,0,0,579.4274812
8417 - TMBP,"Thai Tazm Tech Co.,Ltd",8417 - TMBP,0.183,10462,2530205.686,230.5705793
8417 - TMBP,"Thai Tazm Tech Co.,Ltd",8417 - TMBP,0.285,11098,4039117.15,347.0317123
8417 - TMBP,"Thai Tazm Tech Co.,Ltd",8417 - TMBP,0.28,277,100659.4306,349.7694966
8417 - TMBP,"Thai Tazm Tech Co.,Ltd",8417 - TMBP,0.38,911,457657.411,480.2003495
8417 - TMBP,"Thai Tazm Tech Co.,Ltd",8417 - TMBP,0.859,4040,2113008.046,499.32974
8417 - TMBP,"Thai Tazm Tech Co.,Ltd",8417 - TMBP,0.859,4035,2110348.061,499.32974
8417 - TMBP,"Thai Tazm Tech Co.,Ltd",8417 - TMBP,0.087,1573,195998.8912,119.6201148
8417 - TMBP,"Thai Tazm Tech Co.,Ltd",8417 - TMBP,0.135,1572,243878.6203,147.9456526
8417 - TMBP,"Thai Tazm Tech Co.,Ltd",8417 - TMBP,0.29,10008,1836369.611,175.2532962
8417 - TMBP,"Thai Tazm Tech Co.,Ltd",8417 - TMBP,0.01,22168,504417.1464,21.79697515
8431 - UDS(P) LTD,"Thai Tazm Tech Co.,Ltd",8431 - UDS(P) LTD,0.283,0,0,322.6724518
8431 - UDS(P) LTD,"Thai Tazm Tech Co.,Ltd",8431 - UDS(P) LTD,0.18,0,0,215.1266678
8431 - UDS(P) LTD,"Thai Tazm Tech Co.,Ltd",8431 - UDS(P) LTD,0.277,0,0,356.0172608
8431 - UDS(P) LTD,"Thai Tazm Tech Co.,Ltd",8431 - UDS(P) LTD,1.252,0,0,367.3544959
8431 - UDS(P) LTD,"Thai Tazm Tech Co.,Ltd",8431 - UDS(P) LTD,0.38,0,0,523.0572041
8431 - UDS(P) LTD,"Thai Tazm Tech Co.,Ltd",8431 - UDS(P) LTD,0.052,0,0,36.15279293
8431 - UDS(P) LTD,"Thai Tazm Tech Co.,Ltd",8431 - UDS(P) LTD,0.59,0,0,225.8672063
8431 - UDS(P) LTD,"Thai Tazm Tech Co.,Ltd",8431 - UDS(P) LTD,0.859,0,0,579.4274812
8431 - UDS(P) LTD,"Thai Tazm Tech Co.,Ltd",8431 - UDS(P) LTD,0.859,0,0,579.4274812
8431 - UDS(P) LTD,"Thai Tazm Tech Co.,Ltd",8431 - UDS(P) LTD,0.28,0,0,349.7694966
8431 - UDS(P) LTD,"Thai Tazm Tech Co.,Ltd",8431 - UDS(P) LTD,0.38,0,0,480.2003495
8431 - UDS(P) LTD,"Thai Tazm Tech Co.,Ltd",8431 - UDS(P) LTD,0.859,0,0,499.32974
8431 - UDS(P) LTD,"Thai Tazm Tech Co.,Ltd",8431 - UDS(P) LTD,0.859,0,0,499.32974
8431 - UDS(P) LTD,"Thai Tazm Tech Co.,Ltd",8431 - UDS(P) LTD,0.3,0,0,193.5753912
8431 - UDS(P) LTD,"Thai Tazm Tech Co.,Ltd",8431 - UDS(P) LTD,1.285,0,0,615.9663719
8431 - UDS(P) LTD,"Thai Tazm Tech Co.,Ltd",8431 - UDS(P) LTD,0.354,0,0,245.8389919
8431 - UDS(P) LTD,"Thai Tazm Tech Co.,Ltd",8431 - UDS(P) LTD,0.01,0,0,21.79697515
8431 - UDS(P) LTD,"Thai Tazm Tech Co.,Ltd",8431 - UDS(P) LTD,3.95,0,0,1376.684315
8431 - UDS(P) LTD,"Thai Tazm Tech Co.,Ltd",8431 - UDS(P) LTD,0.351,0,0,206.1060195
8431 - UDS(P) LTD,"Thai Tazm Tech Co.,Ltd",8431 - UDS(P) LTD,0.351,0,0,206.1060195
8431 - UDS(P) LTD,"Thai Tazm Tech Co.,Ltd",8431 - UDS(P) LTD,0.965,0,0,1124.31676
8431 - UDS(P) LTD,"Thai Tazm Tech Co.,Ltd",8431 - UDS(P) LTD,1.046,0,0,868.3339264
8431 - UDS(P) LTD,"Thai Tazm Tech Co.,Ltd",8431 - UDS(P) LTD,0.29,0,0,175.2532962
8431 - UDS(P) LTD,Qingdao Rototech Yili Auto Plastic Parts Co. Ltd.,8431 - UDS(P) LTD,6.2,0,0,3083.413269
8431 - UDS(P) LTD,Qingdao Rototech Yili Auto Plastic Parts Co. Ltd.,8431 - UDS(P) LTD,3.7,0,0,1644.487077
8431 - UDS(P) LTD,Qingdao Rototech Yili Auto Plastic Parts Co. Ltd.,8431 - UDS(P) LTD,2.08,0,0,822.2435384
8431 - UDS(P) LTD,Qingdao Rototech Yili Auto Plastic Parts Co. Ltd.,8431 - UDS(P) LTD,0.82,0,0,633.8127275
8431 - UDS(P) LTD,Qingdao Rototech Yili Auto Plastic Parts Co. Ltd.,8431 - UDS(P) LTD,5.9,0,0,2363.950173
8417 - TMBP,"Seiko Printing (Thailand) Co., Ltd",8417 - TMBP,0.286,230,14699.91684,66.09292144
7876 - TSA,"Ch.Radiators Co.,Ltd.",7876 - TSA,3.9,221,422377.6105,1815.958299
7876 - TSA,"Ch.Radiators Co.,Ltd.",7876 - TSA,0.05,3141,96319.45511,29.65933012
7876 - TSA,"Ch.Radiators Co.,Ltd.",7876 - TSA,0.816,5152,2103908.098,389.7481676
7876 - TSA,"Ch.Radiators Co.,Ltd.",7876 - TSA,0.145,6509,467597.3547,68.65520676
7876 - TSA,"Ch.Radiators Co.,Ltd.",7876 - TSA,0.475,2498,942754.6667,360.2643365
7876 - TSA,"Ch.Radiators Co.,Ltd.",7876 - TSA,0.06,1162,65379.63014,53.9834908
7876 - TSA,"Ch.Radiators Co.,Ltd.",7876 - TSA,0.715,328,141399.2001,409.8954522
7876 - TSA,"Ch.Radiators Co.,Ltd.",7876 - TSA,0.715,323,138739.2151,409.8954522
7876 - TSA,"Ch.Radiators Co.,Ltd.",7876 - TSA,0.03,624,10359.94139,16.8479035
7876 - TSA,"Ch.Radiators Co.,Ltd.",7876 - TSA,3.97,1403,2767924.341,1884.051909
7876 - TSA,"Ch.Radiators Co.,Ltd.",7876 - TSA,1.08,0,0,211.8623865
7876 - TSA,"Ch.Radiators Co.,Ltd.",7876 - TSA,0.922,4,699.99604,191.2237047
8417 - TMBP,"Ch.Radiators Co.,Ltd.",8417 - TMBP,0.64,2919,534096.9785,174.761899
8417 - TMBP,"Ch.Radiators Co.,Ltd.",8417 - TMBP,0.05,74528,2314046.909,29.65933012
8417 - TMBP,"Ch.Radiators Co.,Ltd.",8417 - TMBP,0.345,5002,473477.3215,90.52238151
8417 - TMBP,"Ch.Radiators Co.,Ltd.",8417 - TMBP,0.635,2914,533116.9841,174.761899
8417 - TMBP,"Ch.Radiators Co.,Ltd.",8417 - TMBP,0.418,53,11619.93426,208.3875064
8417 - TMBP,"Ch.Radiators Co.,Ltd.",8417 - TMBP,0.6,0,0,598.2058736
8417 - TMBP,"Ch.Radiators Co.,Ltd.",8417 - TMBP,0.32,0,0,745.9058276
8417 - TMBP,"Ch.Radiators Co.,Ltd.",8417 - TMBP,0.22,0,0,731.9361076
8417 - TMBP,"Ch.Radiators Co.,Ltd.",8417 - TMBP,0.16,0,0,776.0916547
8417 - TMBP,"Ch.Radiators Co.,Ltd.",8417 - TMBP,0.23,0,0,1030.0036
8417 - TMBP,"Ch.Radiators Co.,Ltd.",8417 - TMBP,0.23,0,0,1011.400707
8417 - TMBP,"Ch.Radiators Co.,Ltd.",8417 - TMBP,0.21,0,0,340.5382495
8417 - TMBP,"Ch.Radiators Co.,Ltd.",8417 - TMBP,0.13,3317,395637.7618,114.0392468
8417 - TMBP,"Ch.Radiators Co.,Ltd.",8417 - TMBP,0.23,2452,2700024.726,1050.677382
8417 - TMBP,"Ch.Radiators Co.,Ltd.",8417 - TMBP,0.23,2445,2643465.046,1031.688391
8417 - TMBP,"Ch.Radiators Co.,Ltd.",8417 - TMBP,0.23,1861,1456411.761,746.6780232
8417 - TMBP,"Ch.Radiators Co.,Ltd.",8417 - TMBP,0.28,258,204678.8421,760.8934418
8417 - TMBP,"Ch.Radiators Co.,Ltd.",8417 - TMBP,0.221,4042,551876.878,130.4308529
8417 - TMBP,"Ch.Radiators Co.,Ltd.",8417 - TMBP,1.36,55,18339.89625,322.6022522
8417 - TMBP,"Ch.Radiators Co.,Ltd.",8417 - TMBP,1.08,0,0,215.8988634
8417 - TMBP,"Ch.Radiators Co.,Ltd.",8417 - TMBP,0.922,96,18899.89308,191.2237047
8417 - TMBP,"Ch.Radiators Co.,Ltd.",8417 - TMBP,0.381,990,176539.0013,169.6724282
8417 - TMBP,"Ch.Radiators Co.,Ltd.",8417 - TMBP,0.209,0,0,130.4308529
8417 - TMBP,"Ch.Radiators Co.,Ltd.",8417 - TMBP,0.587,46,6019.965944,132.2209427
8417 - TMBP,"Ch.Radiators Co.,Ltd.",8417 - TMBP,0.348,4005,565176.8027,134.8534276
8417 - TMBP,"Ch.Radiators Co.,Ltd.",8417 - TMBP,0.242,989,112139.3656,108.8093768
8417 - TMBP,"Ch.Radiators Co.,Ltd.",8417 - TMBP,0.383,828,458777.4046,529.6559663
8417 - TMBP,"Ch.Radiators Co.,Ltd.",8417 - TMBP,0.527,817,491257.2209,574.0221121
8417 - TMBP,"Ch.Radiators Co.,Ltd.",8417 - TMBP,0.202,3317,628316.4455,180.869264
8417 - TMBP,"Ch.Radiators Co.,Ltd.",8417 - TMBP,0.167,0,0,183.2911502
8431 - UDS(P) LTD,"Ch.Radiators Co.,Ltd.",8431 - UDS(P) LTD,0.475,0,0,360.2643365
8431 - UDS(P) LTD,"Ch.Radiators Co.,Ltd.",8431 - UDS(P) LTD,0.06,0,0,53.9834908
8431 - UDS(P) LTD,"Ch.Radiators Co.,Ltd.",8431 - UDS(P) LTD,0.32,0,0,745.9058276
8431 - UDS(P) LTD,"Ch.Radiators Co.,Ltd.",8431 - UDS(P) LTD,3.9,0,0,1815.958299
8431 - UDS(P) LTD,"Ch.Radiators Co.,Ltd.",8431 - UDS(P) LTD,1.67,0,0,590.9402152
