Plant_code,Supplier,Material_user_country,Item_weight_kg,One_Year_forecast_qty,12_month_forecast_spend,Price_per_unit_in_JPY
8431 - UDS(P) LTD,Changshu AAM Automotive Driveline High Technology Manufacturing Co.,8431 - UDS(P) LTD,0.005,0,0,240.506235
8431 - UDS(P) LTD,Changshu AAM Automotive Driveline High Technology Manufacturing Co.,8431 - UDS(P) LTD,0.005,0,0,240.506235
8431 - UDS(P) LTD,Changshu AAM Automotive Driveline High Technology Manufacturing Co.,8431 - UDS(P) LTD,0.005,0,0,240.506235
8431 - UDS(P) LTD,Changshu AAM Automotive Driveline High Technology Manufacturing Co.,8431 - UDS(P) LTD,0.005,0,0,240.506235
8431 - UDS(P) LTD,Changshu AAM Automotive Driveline High Technology Manufacturing Co.,8431 - UDS(P) LTD,0.005,0,0,240.506235
8431 - UDS(P) LTD,Changshu AAM Automotive Driveline High Technology Manufacturing Co.,8431 - UDS(P) LTD,0.005,0,0,234.8533106
8431 - UDS(P) LTD,Changshu AAM Automotive Driveline High Technology Manufacturing Co.,8431 - UDS(P) LTD,0.005,0,0,232.2837996
8431 - UDS(P) LTD,Changshu AAM Automotive Driveline High Technology Manufacturing Co.,8431 - UDS(P) LTD,0.005,0,0,234.8533106
8431 - UDS(P) LTD,Changshu AAM Automotive Driveline High Technology Manufacturing Co.,8431 - UDS(P) LTD,0.005,0,0,232.2837996
8431 - UDS(P) LTD,Changshu AAM Automotive Driveline High Technology Manufacturing Co.,8431 - UDS(P) LTD,0.005,0,0,234.8533106
8431 - UDS(P) LTD,Changshu AAM Automotive Driveline High Technology Manufacturing Co.,8431 - UDS(P) LTD,0.005,0,0,234.8533106
8431 - UDS(P) LTD,Changshu AAM Automotive Driveline High Technology Manufacturing Co.,8431 - UDS(P) LTD,0.005,0,0,234.8533106
8431 - UDS(P) LTD,Changshu AAM Automotive Driveline High Technology Manufacturing Co.,8431 - UDS(P) LTD,0.005,0,0,234.8533106
8431 - UDS(P) LTD,Changshu AAM Automotive Driveline High Technology Manufacturing Co.,8431 - UDS(P) LTD,0.005,0,0,240.506235
8431 - UDS(P) LTD,Changshu AAM Automotive Driveline High Technology Manufacturing Co.,8431 - UDS(P) LTD,0.005,0,0,240.506235
8431 - UDS(P) LTD,Changshu AAM Automotive Driveline High Technology Manufacturing Co.,8431 - UDS(P) LTD,0.005,0,0,237.4228217
8431 - UDS(P) LTD,Changshu AAM Automotive Driveline High Technology Manufacturing Co.,8431 - UDS(P) LTD,0.005,0,0,240.506235
8431 - UDS(P) LTD,Changshu AAM Automotive Driveline High Technology Manufacturing Co.,8431 - UDS(P) LTD,0.005,0,0,240.506235
8431 - UDS(P) LTD,Changshu AAM Automotive Driveline High Technology Manufacturing Co.,8431 - UDS(P) LTD,0.005,0,0,240.506235
8431 - UDS(P) LTD,Changshu AAM Automotive Driveline High Technology Manufacturing Co.,8431 - UDS(P) LTD,0.005,0,0,240.506235
8431 - UDS(P) LTD,Changshu AAM Automotive Driveline High Technology Manufacturing Co.,8431 - UDS(P) LTD,0.005,0,0,246.1591593
8431 - UDS(P) LTD,Changshu AAM Automotive Driveline High Technology Manufacturing Co.,8431 - UDS(P) LTD,0.005,0,0,243.5896482
8431 - UDS(P) LTD,Changshu AAM Automotive Driveline High Technology Manufacturing Co.,8431 - UDS(P) LTD,0.005,0,0,246.1591593
8431 - UDS(P) LTD,Changshu AAM Automotive Driveline High Technology Manufacturing Co.,8431 - UDS(P) LTD,0.005,0,0,243.5896482
8431 - UDS(P) LTD,Changshu AAM Automotive Driveline High Technology Manufacturing Co.,8431 - UDS(P) LTD,0.005,0,0,246.1591593
8431 - UDS(P) LTD,Changshu AAM Automotive Driveline High Technology Manufacturing Co.,8431 - UDS(P) LTD,0.005,0,0,246.1591593
8431 - UDS(P) LTD,Changshu AAM Automotive Driveline High Technology Manufacturing Co.,8431 - UDS(P) LTD,0.005,0,0,246.1591593
8431 - UDS(P) LTD,Changshu AAM Automotive Driveline High Technology Manufacturing Co.,8431 - UDS(P) LTD,0.005,0,0,252.3259858
8431 - UDS(P) LTD,Changshu AAM Automotive Driveline High Technology Manufacturing Co.,8431 - UDS(P) LTD,0.005,0,0,249.2425726
8431 - UDS(P) LTD,Changshu AAM Automotive Driveline High Technology Manufacturing Co.,8431 - UDS(P) LTD,0.005,0,0,252.3259858
8431 - UDS(P) LTD,Changshu AAM Automotive Driveline High Technology Manufacturing Co.,8431 - UDS(P) LTD,0.005,0,0,252.3259858
8431 - UDS(P) LTD,Changshu AAM Automotive Driveline High Technology Manufacturing Co.,8431 - UDS(P) LTD,0.005,0,0,252.1546851
8431 - UDS(P) LTD,Changshu AAM Automotive Driveline High Technology Manufacturing Co.,8431 - UDS(P) LTD,0.005,0,0,252.3259858
8431 - UDS(P) LTD,Changshu AAM Automotive Driveline High Technology Manufacturing Co.,8431 - UDS(P) LTD,0.005,0,0,252.1546851
8431 - UDS(P) LTD,Changshu AAM Automotive Driveline High Technology Manufacturing Co.,8431 - UDS(P) LTD,0.005,0,0,249.2425726
8431 - UDS(P) LTD,Changshu AAM Automotive Driveline High Technology Manufacturing Co.,8431 - UDS(P) LTD,0.005,0,0,226.6308753
8431 - UDS(P) LTD,Changshu AAM Automotive Driveline High Technology Manufacturing Co.,8431 - UDS(P) LTD,0.005,0,0,228.1725819
8431 - UDS(P) LTD,Changshu AAM Automotive Driveline High Technology Manufacturing Co.,8431 - UDS(P) LTD,0.005,0,0,226.6308753
8431 - UDS(P) LTD,Changshu AAM Automotive Driveline High Technology Manufacturing Co.,8431 - UDS(P) LTD,0.005,0,0,228.1725819
8431 - UDS(P) LTD,Changshu AAM Automotive Driveline High Technology Manufacturing Co.,8431 - UDS(P) LTD,0.005,0,0,229.7142885
8431 - UDS(P) LTD,Changshu AAM Automotive Driveline High Technology Manufacturing Co.,8431 - UDS(P) LTD,0.005,0,0,228.1725819
8431 - UDS(P) LTD,Changshu AAM Automotive Driveline High Technology Manufacturing Co.,8431 - UDS(P) LTD,0.005,0,0,229.7142885
8431 - UDS(P) LTD,Changshu AAM Automotive Driveline High Technology Manufacturing Co.,8431 - UDS(P) LTD,0.005,0,0,229.2003863
8431 - UDS(P) LTD,Changshu AAM Automotive Driveline High Technology Manufacturing Co.,8431 - UDS(P) LTD,0.005,0,0,231.7698974
8431 - UDS(P) LTD,Changshu AAM Automotive Driveline High Technology Manufacturing Co.,8431 - UDS(P) LTD,0.005,0,0,231.7698974
8431 - UDS(P) LTD,Changshu AAM Automotive Driveline High Technology Manufacturing Co.,8431 - UDS(P) LTD,0.005,0,0,231.7698974
8431 - UDS(P) LTD,Changshu AAM Automotive Driveline High Technology Manufacturing Co.,8431 - UDS(P) LTD,0.026,0,0,255.4093991
8431 - UDS(P) LTD,Changshu AAM Automotive Driveline High Technology Manufacturing Co.,8431 - UDS(P) LTD,0.051,0,0,337.1198507
8431 - UDS(P) LTD,Changshu AAM Automotive Driveline High Technology Manufacturing Co.,8431 - UDS(P) LTD,0.002,0,0,301.1466959
8431 - UDS(P) LTD,Changshu AAM Automotive Driveline High Technology Manufacturing Co.,8431 - UDS(P) LTD,0.004,0,0,354.5925259
8431 - UDS(P) LTD,Changshu AAM Automotive Driveline High Technology Manufacturing Co.,8431 - UDS(P) LTD,0.005,0,0,408.0383559
8431 - UDS(P) LTD,Changshu AAM Automotive Driveline High Technology Manufacturing Co.,8431 - UDS(P) LTD,0.002,0,0,301.1466959
8431 - UDS(P) LTD,Changshu AAM Automotive Driveline High Technology Manufacturing Co.,8431 - UDS(P) LTD,0.004,0,0,354.5925259
8431 - UDS(P) LTD,Changshu AAM Automotive Driveline High Technology Manufacturing Co.,8431 - UDS(P) LTD,0.005,0,0,408.0383559
8431 - UDS(P) LTD,Changshu AAM Automotive Driveline High Technology Manufacturing Co.,8431 - UDS(P) LTD,0.123,0,0,441.4419997
8431 - UDS(P) LTD,Changshu AAM Automotive Driveline High Technology Manufacturing Co.,8431 - UDS(P) LTD,0.028,0,0,339.1754596
8431 - UDS(P) LTD,Changshu AAM Automotive Driveline High Technology Manufacturing Co.,8431 - UDS(P) LTD,0.006,0,0,324.7861977
8431 - UDS(P) LTD,Changshu AAM Automotive Driveline High Technology Manufacturing Co.,8431 - UDS(P) LTD,0.027,0,0,339.1754596
8431 - UDS(P) LTD,Changshu AAM Automotive Driveline High Technology Manufacturing Co.,8431 - UDS(P) LTD,0.008,0,0,378.7459299
8431 - UDS(P) LTD,Changshu AAM Automotive Driveline High Technology Manufacturing Co.,8431 - UDS(P) LTD,0.005,0,0,324.7861977
8431 - UDS(P) LTD,Changshu AAM Automotive Driveline High Technology Manufacturing Co.,8431 - UDS(P) LTD,0.043,0,0,282.6462163
8431 - UDS(P) LTD,Changshu AAM Automotive Driveline High Technology Manufacturing Co.,8431 - UDS(P) LTD,0.085,0,0,379.7737343
8431 - UDS(P) LTD,Changshu AAM Automotive Driveline High Technology Manufacturing Co.,8431 - UDS(P) LTD,0.004,0,0,291.8964561
8431 - UDS(P) LTD,Changshu AAM Automotive Driveline High Technology Manufacturing Co.,8431 - UDS(P) LTD,0.006,0,0,342.2588728
8431 - UDS(P) LTD,Changshu AAM Automotive Driveline High Technology Manufacturing Co.,8431 - UDS(P) LTD,0.021,0,0,282.6462163
8431 - UDS(P) LTD,Changshu AAM Automotive Driveline High Technology Manufacturing Co.,8431 - UDS(P) LTD,0.004,0,0,291.8964561
8431 - UDS(P) LTD,Changshu AAM Automotive Driveline High Technology Manufacturing Co.,8431 - UDS(P) LTD,0.006,0,0,342.2588728
8431 - UDS(P) LTD,Changshu AAM Automotive Driveline High Technology Manufacturing Co.,8431 - UDS(P) LTD,0.021,0,0,282.6462163
8431 - UDS(P) LTD,Changshu AAM Automotive Driveline High Technology Manufacturing Co.,8431 - UDS(P) LTD,0.008,0,0,378.7459299
8431 - UDS(P) LTD,Changshu AAM Automotive Driveline High Technology Manufacturing Co.,8431 - UDS(P) LTD,22.4,0,0,16765.03184
8431 - UDS(P) LTD,Changshu AAM Automotive Driveline High Technology Manufacturing Co.,8431 - UDS(P) LTD,0.005,0,0,206.0747868
8431 - UDS(P) LTD,Changshu AAM Automotive Driveline High Technology Manufacturing Co.,8431 - UDS(P) LTD,0.025,0,0,297.0354782
8431 - UDS(P) LTD,Changshu AAM Automotive Driveline High Technology Manufacturing Co.,8431 - UDS(P) LTD,0.051,0,0,267.22915
8431 - UDS(P) LTD,Changshu AAM Automotive Driveline High Technology Manufacturing Co.,8431 - UDS(P) LTD,0.008,0,0,338.6615574
8431 - UDS(P) LTD,Changshu AAM Automotive Driveline High Technology Manufacturing Co.,8431 - UDS(P) LTD,0.102,0,0,373.0930055
8431 - UDS(P) LTD,Changshu AAM Automotive Driveline High Technology Manufacturing Co.,8431 - UDS(P) LTD,0.005,0,0,301.1466959
8431 - UDS(P) LTD,Changshu AAM Automotive Driveline High Technology Manufacturing Co.,8431 - UDS(P) LTD,0.025,0,0,262.0901279
8431 - UDS(P) LTD,Changshu AAM Automotive Driveline High Technology Manufacturing Co.,8431 - UDS(P) LTD,0.008,0,0,354.5925259
7876 - TSA,"Thai Tazm Trading Co., Ltd",7876 - TSA,0.052,0,0,25.27185525
7876 - TSA,"Thai Tazm Trading Co., Ltd",7876 - TSA,3.95,0,0,917.0524473
7876 - TSA,"Thai Tazm Trading Co., Ltd",7876 - TSA,1.285,0,0,482.903034
7876 - TSA,"Thai Tazm Trading Co., Ltd",7876 - TSA,0.965,0,0,1142.498456
7876 - TSA,"Thai Tazm Trading Co., Ltd",7876 - TSA,1.046,0,0,882.4089458
8417 - TMBP,"Thai Tazm Trading Co., Ltd",8417 - TMBP,0.18,0,0,219.5141427
8417 - TMBP,"Thai Tazm Trading Co., Ltd",8417 - TMBP,0.283,0,0,329.2361142
8417 - TMBP,"Thai Tazm Trading Co., Ltd",8417 - TMBP,0.277,0,0,363.2829192
8417 - TMBP,"Thai Tazm Trading Co., Ltd",8417 - TMBP,0.965,0,0,1142.498456
8417 - TMBP,"Thai Tazm Trading Co., Ltd",8417 - TMBP,1.046,0,0,882.4089458
8417 - TMBP,"Thai Tazm Trading Co., Ltd",8417 - TMBP,0.29,0,0,162.4418696
8417 - TMBP,"Thai Tazm Trading Co., Ltd",8417 - TMBP,0.01,0,0,15.37371194
8431 - UDS(P) LTD,"Dinex Emission System (Changzhou) Co., Ltd",8431 - UDS(P) LTD,0.95,0,0,3357.494448
8417 - TMBP,Mahindra Composites Limited,8417 - TMBP,0.062,0,0,77.51221897
8417 - TMBP,"Summit Auto Seats Industry Co.,Ltd.",8417 - TMBP,0.018,4760,72379.59054,14.67171596
8431 - UDS(P) LTD,"Summit Auto Seats Industry Co.,Ltd.",8431 - UDS(P) LTD,0.018,0,0,15.54921094
8417 - TMBP,Meritor HVS (India) Ltd,8417 - TMBP,3.5,0,0,3208.083624
8431 - UDS(P) LTD,Meritor HVS (India) Ltd,8431 - UDS(P) LTD,3.5,0,0,1364.698133
8431 - UDS(P) LTD,Meritor HVS (India) Ltd,8431 - UDS(P) LTD,3.5,0,0,1352.621158
8431 - UDS(P) LTD,Meritor HVS (India) Ltd,8431 - UDS(P) LTD,0.65,0,0,220.6792636
8431 - UDS(P) LTD,Meritor HVS (India) Ltd,8431 - UDS(P) LTD,3.5,0,0,3019.243657
8431 - UDS(P) LTD,Meritor HVS (India) Ltd,8431 - UDS(P) LTD,0.01,0,0,320.588781
8417 - TMBP,Meritor Heavy Vehicle Systems (Singapore) Private Limited,8417 - TMBP,3.5,0,0,5379.743243
8431 - UDS(P) LTD,Talbros Automotive Components Ltd,8431 - UDS(P) LTD,0.298,0,0,689.4854605
8431 - UDS(P) LTD,Sigma Moulds And Stampings Pvt Ltd,8431 - UDS(P) LTD,0.216,0,0,153.7069498
8431 - UDS(P) LTD,Sigma Moulds And Stampings Pvt Ltd,8431 - UDS(P) LTD,0.096,0,0,36.23092388
8431 - UDS(P) LTD,Sigma Moulds And Stampings Pvt Ltd,8431 - UDS(P) LTD,0.366,0,0,177.860899
8431 - UDS(P) LTD,Sigma Moulds And Stampings Pvt Ltd,8431 - UDS(P) LTD,0.247,0,0,114.1823056
8417 - TMBP,"Summit Auto Tech Industry Co., Ltd",8417 - TMBP,2.338,4956,3015022.944,581.0771717
8417 - TMBP,"Summit Auto Tech Industry Co., Ltd",8417 - TMBP,0.167,2078,235898.6655,108.6338778
8417 - TMBP,"Summit Auto Tech Industry Co., Ltd",8417 - TMBP,0.167,1227,140699.204,110.2835683
8417 - TMBP,"Summit Auto Tech Industry Co., Ltd",8417 - TMBP,4.139,0,0,1208.240379
8417 - TMBP,"Summit Auto Tech Industry Co., Ltd",8417 - TMBP,0.31,2745,542916.9286,188.8720182
8417 - TMBP,"Summit Auto Tech Industry Co., Ltd",8417 - TMBP,0.05,6543,291898.3487,42.57605613
8431 - UDS(P) LTD,"Summit Auto Tech Industry Co., Ltd",8431 - UDS(P) LTD,0.31,0,0,276.6215156
8431 - UDS(P) LTD,"Summit Auto Tech Industry Co., Ltd",8431 - UDS(P) LTD,0.167,0,0,110.2835683
8431 - UDS(P) LTD,"Summit Auto Tech Industry Co., Ltd",8431 - UDS(P) LTD,0.167,0,0,108.6338778
8417 - TMBP,M.D. Industries,8417 - TMBP,0.012,0,0,19.76232212
8417 - TMBP,M.D. Industries,8417 - TMBP,0.022,0,0,28.54557639
8417 - TMBP,M.D. Industries,8417 - TMBP,0.045,0,0,42.81836458
8417 - TMBP,M.D. Industries,8417 - TMBP,0.021,0,0,28.54557639
8417 - TMBP,M.D. Industries,8417 - TMBP,0.04,0,0,42.81836458
8431 - UDS(P) LTD,M.D. Industries,8431 - UDS(P) LTD,0.022,0,0,28.54557639
8431 - UDS(P) LTD,M.D. Industries,8431 - UDS(P) LTD,0.012,0,0,19.76232212
8431 - UDS(P) LTD,M.D. Industries,8431 - UDS(P) LTD,0.045,0,0,42.81836458
8431 - UDS(P) LTD,M.D. Industries,8431 - UDS(P) LTD,0.021,0,0,28.54557639
8417 - TMBP,Omax Autos Limited,8417 - TMBP,0.1,0,0,32.93720353
8417 - TMBP,Omax Autos Limited,8417 - TMBP,0.043,0,0,36.23092388
8417 - TMBP,Omax Autos Limited,8417 - TMBP,0.678,0,0,146.0216023
8417 - TMBP,Omax Autos Limited,8417 - TMBP,0.074,0,0,52.69952564
8417 - TMBP,Omax Autos Limited,8417 - TMBP,0.074,0,0,52.69952564
8417 - TMBP,Omax Autos Limited,8417 - TMBP,0.387,0,0,85.63672917
8417 - TMBP,Omax Autos Limited,8417 - TMBP,0.134,0,0,82.34300882
8431 - UDS(P) LTD,Omax Autos Limited,8431 - UDS(P) LTD,0.045,0,0,25.25185604
8431 - UDS(P) LTD,Omax Autos Limited,8431 - UDS(P) LTD,0.074,0,0,52.69952564
8431 - UDS(P) LTD,Omax Autos Limited,8431 - UDS(P) LTD,0.074,0,0,52.69952564
8431 - UDS(P) LTD,Omax Autos Limited,8431 - UDS(P) LTD,0.387,0,0,85.63672917
8431 - UDS(P) LTD,Omax Autos Limited,8431 - UDS(P) LTD,0.1,0,0,32.93720353
8431 - UDS(P) LTD,Omax Autos Limited,8431 - UDS(P) LTD,0.134,0,0,82.34300882
7876 - TSA,BELRISE INDUSTRIES LIMITED,7876 - TSA,1.47,3221,1485671.595,434.7710866
7876 - TSA,BELRISE INDUSTRIES LIMITED,7876 - TSA,0.26,2166,210978.8065,92.22416988
7876 - TSA,BELRISE INDUSTRIES LIMITED,7876 - TSA,0.274,2167,209018.8176,91.12626309
7876 - TSA,BELRISE INDUSTRIES LIMITED,7876 - TSA,0.37,2176,298478.3115,129.5530005
7876 - TSA,BELRISE INDUSTRIES LIMITED,7876 - TSA,0.778,820,205658.8366,238.2457722
7876 - TSA,BELRISE INDUSTRIES LIMITED,7876 - TSA,0.773,4359,1101093.771,238.2457722
7876 - TSA,BELRISE INDUSTRIES LIMITED,7876 - TSA,0.455,2187,307998.2576,132.8467209
7876 - TSA,BELRISE INDUSTRIES LIMITED,7876 - TSA,0.082,3,0,47.20999172
7876 - TSA,BELRISE INDUSTRIES LIMITED,7876 - TSA,2.546,2119,1602290.936,716.9331301
7876 - TSA,BELRISE INDUSTRIES LIMITED,7876 - TSA,0.394,230,27159.84635,113.0843988
7876 - TSA,BELRISE INDUSTRIES LIMITED,7876 - TSA,0.254,4465,534516.9762,113.0843988
7876 - TSA,BELRISE INDUSTRIES LIMITED,7876 - TSA,4.39,8901,12077871.67,1276.86559
7876 - TSA,BELRISE INDUSTRIES LIMITED,7876 - TSA,0.776,0,0,236.0499586
7876 - TSA,BELRISE INDUSTRIES LIMITED,7876 - TSA,0.544,0,0,155.9027634
7876 - TSA,BELRISE INDUSTRIES LIMITED,7876 - TSA,0.394,39,4619.973864,115.2802123
7876 - TSA,BELRISE INDUSTRIES LIMITED,7876 - TSA,0.163,414,41439.76557,96.61579701
7876 - TSA,BELRISE INDUSTRIES LIMITED,7876 - TSA,2.546,2202,1672430.539,716.9331301
7876 - TSA,BELRISE INDUSTRIES LIMITED,7876 - TSA,0.456,131,18479.89546,133.9446277
7876 - TSA,BELRISE INDUSTRIES LIMITED,7876 - TSA,0.33,2001,286858.3772,136.1404412
7876 - TSA,BELRISE INDUSTRIES LIMITED,7876 - TSA,0.159,0,0,60.38487313
7876 - TSA,BELRISE INDUSTRIES LIMITED,7876 - TSA,0.47,4461,747175.7731,158.0985769
7876 - TSA,BELRISE INDUSTRIES LIMITED,7876 - TSA,0.228,1143,141539.1993,116.3781191
7876 - TSA,BELRISE INDUSTRIES LIMITED,7876 - TSA,0.182,188,20299.88516,104.3011445
7876 - TSA,BELRISE INDUSTRIES LIMITED,7876 - TSA,0.35,5035,697756.0527,130.6509073
7876 - TSA,BELRISE INDUSTRIES LIMITED,7876 - TSA,0.538,169,26459.85031,148.2174159
7876 - TSA,BELRISE INDUSTRIES LIMITED,7876 - TSA,0.541,844,131319.2571,147.1195091
7876 - TSA,BELRISE INDUSTRIES LIMITED,7876 - TSA,3.613,550,574836.7481,991.4098262
7876 - TSA,BELRISE INDUSTRIES LIMITED,7876 - TSA,3.613,1874,2333646.798,1172.564446
7876 - TSA,BELRISE INDUSTRIES LIMITED,7876 - TSA,3.613,143,217838.7677,1445.943235
7876 - TSA,BELRISE INDUSTRIES LIMITED,7876 - TSA,2.49,1142,797155.4904,657.6461638
7876 - TSA,BELRISE INDUSTRIES LIMITED,7876 - TSA,2.584,1041,725755.8943,658.7440705
7876 - TSA,BELRISE INDUSTRIES LIMITED,7876 - TSA,2.61,1213,855815.1585,666.429418
7876 - TSA,BELRISE INDUSTRIES LIMITED,7876 - TSA,0.13,4453,565736.7995,119.6718395
7876 - TSA,BELRISE INDUSTRIES LIMITED,7876 - TSA,3.613,1705,654076.2998,362.3092388
7876 - TSA,BELRISE INDUSTRIES LIMITED,7876 - TSA,0.245,3772,364557.9376,91.12626309
7876 - TSA,BELRISE INDUSTRIES LIMITED,7876 - TSA,0.304,0,0,108.6927716
7876 - TSA,BELRISE INDUSTRIES LIMITED,7876 - TSA,0.088,2187,104439.4092,45.01417815
7876 - TSA,BELRISE INDUSTRIES LIMITED,7876 - TSA,0.099,2170,110459.3751,48.30789851
7876 - TSA,BELRISE INDUSTRIES LIMITED,7876 - TSA,0.14,2188,218538.7637,94.41998344
7876 - TSA,BELRISE INDUSTRIES LIMITED,7876 - TSA,0.498,349,56419.68083,153.7069498
7876 - TSA,BELRISE INDUSTRIES LIMITED,7876 - TSA,0.309,8902,1038234.127,109.7906784
7876 - TSA,BELRISE INDUSTRIES LIMITED,7876 - TSA,0.338,8888,1088353.843,115.2802123
7876 - TSA,BELRISE INDUSTRIES LIMITED,7876 - TSA,3.463,1230,1155973.46,890.402402
7876 - TSA,BELRISE INDUSTRIES LIMITED,7876 - TSA,0.64,1171,257038.5459,206.4064754
7876 - TSA,BELRISE INDUSTRIES LIMITED,7876 - TSA,0.64,637,137899.2199,206.4064754
7876 - TSA,BELRISE INDUSTRIES LIMITED,7876 - TSA,0.44,796,120119.3205,142.7278819
7876 - TSA,BELRISE INDUSTRIES LIMITED,7876 - TSA,0.44,167,24359.86219,142.7278819
7876 - TSA,BELRISE INDUSTRIES LIMITED,7876 - TSA,0.33,646,86519.51055,128.4550938
7876 - TSA,BELRISE INDUSTRIES LIMITED,7876 - TSA,0.31,1103,141679.1985,121.867653
7876 - TSA,BELRISE INDUSTRIES LIMITED,7876 - TSA,0.155,1329,269078.4778,192.1336872
7876 - TSA,BELRISE INDUSTRIES LIMITED,7876 - TSA,2.391,4449,4545214.287,961.766343
7876 - TSA,BELRISE INDUSTRIES LIMITED,7876 - TSA,0.343,4485,762995.6836,160.2943905
7876 - TSA,BELRISE INDUSTRIES LIMITED,7876 - TSA,0.343,4449,756975.7177,160.2943905
8417 - TMBP,BELRISE INDUSTRIES LIMITED,8417 - TMBP,1.456,0,0,412.8129509
8417 - TMBP,BELRISE INDUSTRIES LIMITED,8417 - TMBP,0.644,0,0,258.0080943
8417 - TMBP,BELRISE INDUSTRIES LIMITED,8417 - TMBP,0.771,4402,1138473.559,243.7353061
8417 - TMBP,BELRISE INDUSTRIES LIMITED,8417 - TMBP,0.54,3459,572176.7631,155.9027634
8417 - TMBP,BELRISE INDUSTRIES LIMITED,8417 - TMBP,0.136,0,0,54.89533921
8417 - TMBP,BELRISE INDUSTRIES LIMITED,8417 - TMBP,0.71,1267,244298.618,183.350433
8417 - TMBP,BELRISE INDUSTRIES LIMITED,8417 - TMBP,0.73,2163,419577.6264,183.350433
8417 - TMBP,BELRISE INDUSTRIES LIMITED,8417 - TMBP,0.778,0,0,204.2106619
8417 - TMBP,BELRISE INDUSTRIES LIMITED,8417 - TMBP,3.312,3152,2652424.995,795.9824186
8417 - TMBP,BELRISE INDUSTRIES LIMITED,8417 - TMBP,0.761,5355,1113553.7,196.5253144
8417 - TMBP,BELRISE INDUSTRIES LIMITED,8417 - TMBP,0.773,0,0,204.2106619
8417 - TMBP,BELRISE INDUSTRIES LIMITED,8417 - TMBP,0.484,0,0,233.854145
8417 - TMBP,BELRISE INDUSTRIES LIMITED,8417 - TMBP,1.322,1285,547536.9025,404.0296966
8417 - TMBP,BELRISE INDUSTRIES LIMITED,8417 - TMBP,0.543,514,127819.2769,237.1478654
8417 - TMBP,BELRISE INDUSTRIES LIMITED,8417 - TMBP,0.082,37735,1891109.302,47.20999172
8417 - TMBP,BELRISE INDUSTRIES LIMITED,8417 - TMBP,0.07,0,0,43.91627137
8417 - TMBP,BELRISE INDUSTRIES LIMITED,8417 - TMBP,0.34,8796,1127553.621,120.7697463
8417 - TMBP,BELRISE INDUSTRIES LIMITED,8417 - TMBP,0.53,4385,1222893.082,262.3997214
8417 - TMBP,BELRISE INDUSTRIES LIMITED,8417 - TMBP,0.254,0,0,99.90951736
8417 - TMBP,BELRISE INDUSTRIES LIMITED,8417 - TMBP,0.776,4481,1121673.655,236.0499586
8417 - TMBP,BELRISE INDUSTRIES LIMITED,8417 - TMBP,0.386,3425,494337.2035,136.1404412
8417 - TMBP,BELRISE INDUSTRIES LIMITED,8417 - TMBP,0.386,897,128099.2753,136.1404412
8417 - TMBP,BELRISE INDUSTRIES LIMITED,8417 - TMBP,0.544,0,0,133.9446277
8417 - TMBP,BELRISE INDUSTRIES LIMITED,8417 - TMBP,0.116,739,38219.78379,49.40580529
8417 - TMBP,BELRISE INDUSTRIES LIMITED,8417 - TMBP,2.157,0,0,462.2187562
8417 - TMBP,BELRISE INDUSTRIES LIMITED,8417 - TMBP,0.987,63,35979.79646,544.561765
8417 - TMBP,BELRISE INDUSTRIES LIMITED,8417 - TMBP,0.11,372,20019.88674,52.69952564
8417 - TMBP,BELRISE INDUSTRIES LIMITED,8417 - TMBP,0.786,0,0,259.1060011
8417 - TMBP,BELRISE INDUSTRIES LIMITED,8417 - TMBP,0.456,6904,978174.4663,133.9446277
8417 - TMBP,BELRISE INDUSTRIES LIMITED,8417 - TMBP,0.289,0,0,104.3011445
8417 - TMBP,BELRISE INDUSTRIES LIMITED,8417 - TMBP,0.311,1526,219238.7597,136.1404412
8417 - TMBP,BELRISE INDUSTRIES LIMITED,8417 - TMBP,2.501,0,0,682.8980198
8417 - TMBP,BELRISE INDUSTRIES LIMITED,8417 - TMBP,1.699,3739,2139887.894,539.0722311
8417 - TMBP,BELRISE INDUSTRIES LIMITED,8417 - TMBP,1.12,1237,393957.7713,301.9243657
8417 - TMBP,BELRISE INDUSTRIES LIMITED,8417 - TMBP,0.39,0,0,574.2052482
8417 - TMBP,BELRISE INDUSTRIES LIMITED,8417 - TMBP,0.1,2047,164359.0702,75.75556811
8417 - TMBP,BELRISE INDUSTRIES LIMITED,8417 - TMBP,0.114,5319,295818.3265,52.69952564
8417 - TMBP,BELRISE INDUSTRIES LIMITED,8417 - TMBP,0.222,906,95199.46144,99.90951736
8417 - TMBP,BELRISE INDUSTRIES LIMITED,8417 - TMBP,0.565,2273,554536.8629,231.6583315
8417 - TMBP,BELRISE INDUSTRIES LIMITED,8417 - TMBP,0.563,2335,569516.7782,231.6583315
8417 - TMBP,BELRISE INDUSTRIES LIMITED,8417 - TMBP,0.178,4469,291058.3534,61.48277992
8417 - TMBP,BELRISE INDUSTRIES LIMITED,8417 - TMBP,0.219,4494,319478.1927,66.97231384
8417 - TMBP,BELRISE INDUSTRIES LIMITED,8417 - TMBP,0.115,9384,426157.5892,42.81836458
8417 - TMBP,BELRISE INDUSTRIES LIMITED,8417 - TMBP,0.393,2153,373937.8846,163.5881108
8417 - TMBP,BELRISE INDUSTRIES LIMITED,8417 - TMBP,6.398,0,0,1732.496906
8417 - TMBP,BELRISE INDUSTRIES LIMITED,8417 - TMBP,0.304,1928,222318.7423,108.6927716
